StazPrelievo;StazDeposito;MesePrelievo;Durata
Duomo;Pietrasantina;8;235
Polo Marzotto;Paparelli;2;235
Porta a Lucca;Borgo Stretto;5;235
Borgo Stretto;Porta a Lucca;12;235
Pietrasantina;Duomo;4;235
Paparelli;Polo Marzotto;2;235
Porta a Lucca;Polo Marzotto;5;235
Palacongressi;Vittorio Emanuele;3;235
Vittorio Emanuele;Borgo Stretto;11;235
Polo Marzotto;Teatro Tribunale;5;235
Sms Biblioteca;Palacongressi;3;235
Polo Marzotto;Paparelli;2;235
Palacongressi;Sms Biblioteca;4;235
Porta a Lucca;Polo Marzotto;5;235
Comune Palazzo Blu;Stazione F.S.;10;235
Borgo Stretto;Polo Marzotto;4;235
Vittorio Emanuele;Comune Palazzo Blu;11;235
Borgo Stretto;Duomo;10;235
Polo Marzotto;Paparelli;6;235
Paparelli;Polo Marzotto;12;235
Vittorio Emanuele;Comune Palazzo Blu;9;235
Borgo Stretto;Porta a Lucca;9;235
Paparelli;Polo Marzotto;9;235
Polo Marzotto;Paparelli;5;235
Palacongressi;Stazione F.S.;7;235
Palacongressi;Stazione F.S.;3;235
Polo Marzotto;Paparelli;4;235
Stazione F.S.;Palacongressi;4;235
Borgo Stretto;Porta a Lucca;7;235
Comune Palazzo Blu;Vittorio Emanuele;7;235
Comune Palazzo Blu;Borgo Stretto;7;235
Polo Marzotto;Borgo Stretto;7;235
Palacongressi;Comune Palazzo Blu;1;235
Palacongressi;Palacongressi;4;235
Pietrasantina;Duomo;9;235
Borgo Stretto;Polo Marzotto;4;235
Borgo Stretto;Teatro Tribunale;5;235
Palacongressi;Vittorio Emanuele;3;235
Vittorio Emanuele;Comune Palazzo Blu;5;235
Comune Palazzo Blu;Vittorio Emanuele;6;235
Comune Palazzo Blu;Vittorio Emanuele;5;235
Borgo Stretto;Vittorio Emanuele;10;235
Borgo Stretto;Vittorio Emanuele;2;235
Teatro Tribunale;Teatro Tribunale;6;235
Porta a Lucca;Borgo Stretto;2;235
Porta a Lucca;Borgo Stretto;9;235
Borgo Stretto;Comune Palazzo Blu;7;235
Teatro Tribunale;Comune Palazzo Blu;9;235
Porta a Lucca;Borgo Stretto;5;235
Comune Palazzo Blu;Polo Marzotto;5;235
Comune Palazzo Blu;Vittorio Emanuele;6;235
Comune Palazzo Blu;Stazione F.S.;7;235
Polo Marzotto;Borgo Stretto;9;235
Sms Biblioteca;Palacongressi;4;235
Porta a Lucca;Borgo Stretto;5;235
Palacongressi;Vittorio Emanuele;4;235
Comune Palazzo Blu;Stazione F.S.;10;235
Vittorio Emanuele;Palacongressi;6;235
Comune Palazzo Blu;Stazione F.S.;3;235
Polo Marzotto;Paparelli;4;235
Duomo;Pietrasantina;9;235
Comune Palazzo Blu;Stazione F.S.;3;235
Porta a Lucca;Paparelli;1;235
Pratale;Paparelli;5;235
Polo Marzotto;Paparelli;7;235
Comune Palazzo Blu;Vittorio Emanuele;11;235
Pratale;Paparelli;3;235
Vittorio Emanuele;Comune Palazzo Blu;5;235
Comune Palazzo Blu;Stazione F.S.;2;235
Paparelli;Pratale;5;235
Teatro Tribunale;Palacongressi;3;235
Pietrasantina;Duomo;1;235
Borgo Stretto;Comune Palazzo Blu;5;235
Porta a Lucca;Borgo Stretto;8;235
Polo Marzotto;Paparelli;6;235
Comune Palazzo Blu;Teatro Tribunale;8;235
Vittorio Emanuele;Comune Palazzo Blu;3;235
Teatro Tribunale;Porta a Lucca;11;235
Borgo Stretto;Polo Marzotto;11;235
Paparelli;Polo Marzotto;5;235
Teatro Tribunale;Comune Palazzo Blu;3;235
Borgo Stretto;Comune Palazzo Blu;4;235
Stazione F.S.;Comune Palazzo Blu;1;235
Comune Palazzo Blu;Stazione F.S.;3;235
Porta a Lucca;Polo Marzotto;3;235
Borgo Stretto;Pratale;11;235
Comune Palazzo Blu;Borgo Stretto;11;235
Comune Palazzo Blu;Borgo Stretto;4;235
Polo Marzotto;Borgo Stretto;7;235
Borgo Stretto;Vittorio Emanuele;6;235
Pietrasantina;Duomo;9;235
Comune Palazzo Blu;Borgo Stretto;3;235
Porta a Lucca;Polo Marzotto;11;235
Duomo;Pietrasantina;1;235
Porta a Lucca;Polo Marzotto;11;235
Palacongressi;Stazione F.S.;3;235
Borgo Stretto;Porta a Lucca;7;235
Comune Palazzo Blu;Vittorio Emanuele;10;236
Comune Palazzo Blu;Palacongressi;2;236
Pratale;Paparelli;9;236
Palacongressi;Comune Palazzo Blu;1;236
Porta a Lucca;Borgo Stretto;12;236
Paparelli;Polo Marzotto;9;236
Pietrasantina;Duomo;6;236
Polo Marzotto;Paparelli;3;236
Borgo Stretto;Vittorio Emanuele;3;236
Pratale;Paparelli;11;236
Paparelli;Porta a Lucca;10;236
Polo Marzotto;Paparelli;5;236
Duomo;Pietrasantina;6;236
Stazione F.S.;Comune Palazzo Blu;12;236
Duomo;Pietrasantina;12;236
Polo Marzotto;Paparelli;9;236
Duomo;Pietrasantina;5;236
Polo Marzotto;Paparelli;1;236
Duomo;Pietrasantina;4;236
Stazione F.S.;Comune Palazzo Blu;3;236
Pietrasantina;Duomo;1;236
Palacongressi;Stazione F.S.;10;236
Pietrasantina;Duomo;11;236
Paparelli;Porta a Lucca;3;236
Vittorio Emanuele;Comune Palazzo Blu;2;236
Porta a Lucca;Borgo Stretto;2;236
Teatro Tribunale;Polo Marzotto;5;236
Polo Marzotto;Paparelli;4;236
Comune Palazzo Blu;Stazione F.S.;10;236
Comune Palazzo Blu;Stazione F.S.;1;236
Paparelli;Polo Marzotto;10;236
Comune Palazzo Blu;Stazione F.S.;3;236
Teatro Tribunale;Polo Marzotto;12;236
Comune Palazzo Blu;Vittorio Emanuele;7;236
Comune Palazzo Blu;Vittorio Emanuele;5;236
Paparelli;Polo Marzotto;4;236
Porta a Lucca;Comune Palazzo Blu;4;236
Comune Palazzo Blu;Stazione F.S.;7;236
Duomo;Duomo;9;236
Polo Marzotto;Paparelli;10;236
Palacongressi;Stazione F.S.;3;236
Palacongressi;Stazione F.S.;11;236
Polo Marzotto;Paparelli;4;236
Palacongressi;Stazione F.S.;10;236
Palacongressi;Stazione F.S.;3;236
Palacongressi;Sms Biblioteca;3;236
Borgo Stretto;Porta a Lucca;8;236
Vittorio Emanuele;Palacongressi;6;236
Palacongressi;Stazione F.S.;10;236
Palacongressi;Vittorio Emanuele;12;236
Polo Marzotto;Paparelli;11;236
Polo Marzotto;Paparelli;6;236
Polo Marzotto;Borgo Stretto;7;236
Duomo;Pietrasantina;7;236
Comune Palazzo Blu;Stazione F.S.;3;236
Polo Marzotto;Borgo Stretto;6;236
Borgo Stretto;Polo Marzotto;10;236
Vittorio Emanuele;Palacongressi;1;236
Borgo Stretto;Comune Palazzo Blu;7;236
Polo Marzotto;Paparelli;10;236
Pratale;Paparelli;1;236
Polo Marzotto;Paparelli;1;236
Palacongressi;Stazione F.S.;3;236
Polo Marzotto;Paparelli;11;236
Comune Palazzo Blu;Vittorio Emanuele;1;236
Polo Marzotto;Paparelli;1;236
Polo Marzotto;Paparelli;9;236
Porta a Lucca;Polo Marzotto;3;236
Vittorio Emanuele;Comune Palazzo Blu;4;236
Vittorio Emanuele;Palacongressi;2;236
Paparelli;Pratale;5;236
Polo Marzotto;Paparelli;9;236
Pietrasantina;Pietrasantina;11;236
Polo Marzotto;Paparelli;1;236
Paparelli;Pratale;7;236
Borgo Stretto;Porta a Lucca;6;236
Comune Palazzo Blu;Borgo Stretto;5;236
Palacongressi;Stazione F.S.;5;236
Palacongressi;Stazione F.S.;2;236
Porta a Lucca;Borgo Stretto;7;236
Borgo Stretto;Porta a Lucca;11;236
Comune Palazzo Blu;Vittorio Emanuele;1;236
Porta a Lucca;Borgo Stretto;3;236
Paparelli;Polo Marzotto;11;236
Paparelli;Porta a Lucca;11;236
Palacongressi;Stazione F.S.;3;236
Palacongressi;Stazione F.S.;5;236
Pratale;Paparelli;7;236
Porta a Lucca;Borgo Stretto;1;236
Borgo Stretto;Porta a Lucca;12;236
Borgo Stretto;Comune Palazzo Blu;2;236
Vittorio Emanuele;Comune Palazzo Blu;12;236
Palacongressi;Vittorio Emanuele;3;236
Palacongressi;Stazione F.S.;7;236
Porta a Lucca;Polo Marzotto;4;236
Borgo Stretto;Polo Marzotto;1;236
Polo Marzotto;Paparelli;6;236
Paparelli;Polo Marzotto;11;236
Comune Palazzo Blu;Stazione F.S.;5;236
Comune Palazzo Blu;Vittorio Emanuele;6;236
Borgo Stretto;Polo Marzotto;8;236
Vittorio Emanuele;Comune Palazzo Blu;6;236
Palacongressi;Vittorio Emanuele;11;236
Polo Marzotto;Paparelli;6;236
Comune Palazzo Blu;Vittorio Emanuele;2;236
Comune Palazzo Blu;Vittorio Emanuele;10;236
Palacongressi;Vittorio Emanuele;10;236
Borgo Stretto;Polo Marzotto;9;236
Borgo Stretto;Teatro Tribunale;2;236
Borgo Stretto;Comune Palazzo Blu;2;236
Borgo Stretto;Porta a Lucca;6;236
Porta a Lucca;Borgo Stretto;7;236
Porta a Lucca;Polo Marzotto;10;236
Porta a Lucca;Borgo Stretto;1;236
Polo Marzotto;Paparelli;6;236
Vittorio Emanuele;Palacongressi;4;236
Teatro Tribunale;Comune Palazzo Blu;2;236
Comune Palazzo Blu;Vittorio Emanuele;4;236
Comune Palazzo Blu;Borgo Stretto;8;236
Polo Marzotto;Paparelli;2;236
Duomo;Pietrasantina;12;236
Vittorio Emanuele;Palacongressi;1;236
Paparelli;Pratale;11;236
Paparelli;Polo Marzotto;5;236
Borgo Stretto;Vittorio Emanuele;5;236
Polo Marzotto;Palacongressi;10;236
Palacongressi;Vittorio Emanuele;6;237
Vittorio Emanuele;Comune Palazzo Blu;7;237
Stazione F.S.;Comune Palazzo Blu;6;237
Palacongressi;Stazione F.S.;10;237
Porta a Lucca;Duomo;11;237
Porta a Lucca;Borgo Stretto;11;237
Porta a Lucca;Borgo Stretto;4;237
Borgo Stretto;Porta a Lucca;3;237
Comune Palazzo Blu;Stazione F.S.;5;237
Teatro Tribunale;Polo Marzotto;6;237
Pratale;Paparelli;5;237
Borgo Stretto;Porta a Lucca;6;237
Polo Marzotto;Paparelli;8;237
Palacongressi;Stazione F.S.;5;237
Paparelli;Pratale;7;237
Paparelli;Polo Marzotto;9;237
Paparelli;Polo Marzotto;4;237
Borgo Stretto;Porta a Lucca;5;237
Vittorio Emanuele;Comune Palazzo Blu;7;237
Comune Palazzo Blu;Vittorio Emanuele;3;237
Comune Palazzo Blu;Stazione F.S.;5;237
Comune Palazzo Blu;Stazione F.S.;11;237
Pietrasantina;Duomo;4;237
Borgo Stretto;Borgo Stretto;8;237
Comune Palazzo Blu;Teatro Tribunale;1;237
Porta a Lucca;Borgo Stretto;5;237
Polo Marzotto;Borgo Stretto;5;237
Teatro Tribunale;Palacongressi;9;237
Duomo;Pietrasantina;11;237
Palacongressi;Stazione F.S.;6;237
Borgo Stretto;Porta a Lucca;4;237
Teatro Tribunale;Palacongressi;9;237
Polo Marzotto;Comune Palazzo Blu;1;237
Polo Marzotto;Paparelli;6;237
Polo Marzotto;Paparelli;5;237
Porta a Lucca;Borgo Stretto;12;237
Borgo Stretto;Vittorio Emanuele;7;237
Vittorio Emanuele;Comune Palazzo Blu;4;237
Comune Palazzo Blu;Stazione F.S.;6;237
Comune Palazzo Blu;Borgo Stretto;5;237
Palacongressi;Stazione F.S.;3;237
Teatro Tribunale;Comune Palazzo Blu;6;237
Paparelli;Pratale;5;237
Paparelli;Polo Marzotto;9;237
Porta a Lucca;Borgo Stretto;12;237
Porta a Lucca;Borgo Stretto;9;237
Vittorio Emanuele;Vittorio Emanuele;4;237
Palacongressi;Stazione F.S.;11;237
Duomo;Pietrasantina;1;237
Paparelli;Polo Marzotto;4;237
Paparelli;Polo Marzotto;7;237
Duomo;Pietrasantina;10;237
Borgo Stretto;Polo Marzotto;4;237
Borgo Stretto;Porta a Lucca;9;237
Borgo Stretto;Porta a Lucca;8;237
Pratale;Paparelli;2;237
Comune Palazzo Blu;Stazione F.S.;10;237
Polo Marzotto;Teatro Tribunale;6;237
Borgo Stretto;Comune Palazzo Blu;3;237
Pratale;Pratale;10;237
Sms Biblioteca;Palacongressi;3;237
Polo Marzotto;Paparelli;9;237
Paparelli;Polo Marzotto;4;237
Vittorio Emanuele;Palacongressi;12;237
Vittorio Emanuele;Borgo Stretto;5;237
Teatro Tribunale;Palacongressi;4;237
Comune Palazzo Blu;Stazione F.S.;8;237
Porta a Lucca;Borgo Stretto;5;237
Palacongressi;Vittorio Emanuele;5;237
Borgo Stretto;Vittorio Emanuele;1;237
Palacongressi;Vittorio Emanuele;1;237
Palacongressi;Vittorio Emanuele;9;237
Polo Marzotto;Paparelli;1;237
Comune Palazzo Blu;Vittorio Emanuele;2;237
Porta a Lucca;Polo Marzotto;3;237
Polo Marzotto;Paparelli;1;237
Comune Palazzo Blu;Stazione F.S.;9;237
Borgo Stretto;Polo Marzotto;9;237
Pratale;Paparelli;12;237
Borgo Stretto;Duomo;11;237
Paparelli;Polo Marzotto;6;237
Porta a Lucca;Borgo Stretto;3;237
Porta a Lucca;Polo Marzotto;5;237
Teatro Tribunale;Comune Palazzo Blu;10;237
Palacongressi;Stazione F.S.;12;237
Comune Palazzo Blu;Vittorio Emanuele;6;237
Duomo;Pietrasantina;1;237
Palacongressi;Polo Marzotto;11;237
Palacongressi;Vittorio Emanuele;2;237
Stazione F.S.;Palacongressi;12;237
Polo Marzotto;Paparelli;2;237
Borgo Stretto;Vittorio Emanuele;2;237
Polo Marzotto;Paparelli;2;237
Paparelli;Polo Marzotto;12;237
Porta a Lucca;Borgo Stretto;6;237
Paparelli;Polo Marzotto;12;237
Teatro Tribunale;Palacongressi;3;237
Paparelli;Polo Marzotto;2;237
Borgo Stretto;Porta a Lucca;7;237
Vittorio Emanuele;Comune Palazzo Blu;5;237
Stazione F.S.;Palacongressi;11;237
Borgo Stretto;Porta a Lucca;3;237
Borgo Stretto;Comune Palazzo Blu;10;237
Comune Palazzo Blu;Vittorio Emanuele;1;237
Stazione F.S.;Stazione F.S.;4;237
Paparelli;Polo Marzotto;5;237
Porta a Lucca;Polo Marzotto;6;237
Polo Marzotto;Paparelli;11;237
Palacongressi;Vittorio Emanuele;2;237
Palacongressi;Vittorio Emanuele;11;237
Porta a Lucca;Borgo Stretto;9;237
Paparelli;Polo Marzotto;3;237
Stazione F.S.;Comune Palazzo Blu;2;237
Comune Palazzo Blu;Stazione F.S.;1;237
Teatro Tribunale;Palacongressi;9;237
Polo Marzotto;Porta a Lucca;6;237
Borgo Stretto;Comune Palazzo Blu;5;237
Borgo Stretto;Comune Palazzo Blu;5;237
Comune Palazzo Blu;Stazione F.S.;3;237
Borgo Stretto;Paparelli;2;237
Polo Marzotto;Borgo Stretto;12;237
Porta a Lucca;Borgo Stretto;4;237
Paparelli;Polo Marzotto;7;237
Teatro Tribunale;Palacongressi;6;237
Porta a Lucca;Polo Marzotto;6;237
Borgo Stretto;Porta a Lucca;11;237
Borgo Stretto;Duomo;9;237
Vittorio Emanuele;Palacongressi;2;237
Borgo Stretto;Polo Marzotto;4;237
Pratale;Paparelli;10;238
Porta a Lucca;Borgo Stretto;7;238
Polo Marzotto;Paparelli;9;238
Pietrasantina;Duomo;8;238
Paparelli;Polo Marzotto;9;238
Porta a Lucca;Borgo Stretto;2;238
Polo Marzotto;Paparelli;9;238
Palacongressi;Vittorio Emanuele;11;238
Comune Palazzo Blu;Comune Palazzo Blu;9;238
Paparelli;Polo Marzotto;7;238
Duomo;Pietrasantina;5;238
Polo Marzotto;Paparelli;3;238
Comune Palazzo Blu;Borgo Stretto;4;238
Comune Palazzo Blu;Vittorio Emanuele;7;238
Borgo Stretto;Porta a Lucca;5;238
Porta a Lucca;Borgo Stretto;11;238
Stazione F.S.;Comune Palazzo Blu;5;238
Paparelli;Polo Marzotto;9;238
Palacongressi;Vittorio Emanuele;5;238
Paparelli;Polo Marzotto;3;238
Polo Marzotto;Paparelli;7;238
Pietrasantina;Duomo;3;238
Borgo Stretto;Porta a Lucca;10;238
Borgo Stretto;Comune Palazzo Blu;5;238
Borgo Stretto;Porta a Lucca;6;238
Polo Marzotto;Paparelli;9;238
Borgo Stretto;Porta a Lucca;9;238
Polo Marzotto;Paparelli;3;238
Comune Palazzo Blu;Stazione F.S.;1;238
Borgo Stretto;Comune Palazzo Blu;9;238
Polo Marzotto;Paparelli;3;238
Polo Marzotto;Borgo Stretto;7;238
Polo Marzotto;Porta a Lucca;3;238
Polo Marzotto;Comune Palazzo Blu;10;238
Porta a Lucca;Borgo Stretto;6;238
Porta a Lucca;Borgo Stretto;10;238
Borgo Stretto;Porta a Lucca;2;238
Paparelli;Polo Marzotto;9;238
Palacongressi;Stazione F.S.;1;238
Borgo Stretto;Polo Marzotto;4;238
Porta a Lucca;Borgo Stretto;7;238
Polo Marzotto;Paparelli;1;238
Polo Marzotto;Paparelli;9;238
Vittorio Emanuele;Comune Palazzo Blu;4;238
Comune Palazzo Blu;Vittorio Emanuele;9;238
Polo Marzotto;Paparelli;8;238
Polo Marzotto;Paparelli;9;238
Paparelli;Polo Marzotto;11;238
Palacongressi;Stazione F.S.;3;238
Polo Marzotto;Paparelli;9;238
Borgo Stretto;Porta a Lucca;2;238
Stazione F.S.;Palacongressi;11;238
Polo Marzotto;Paparelli;11;238
Palacongressi;Stazione F.S.;8;238
Teatro Tribunale;Polo Marzotto;2;238
Comune Palazzo Blu;Vittorio Emanuele;9;238
Paparelli;Polo Marzotto;6;238
Palacongressi;Stazione F.S.;11;238
Pietrasantina;Duomo;9;238
Sms Biblioteca;Palacongressi;3;238
Palacongressi;Sms Biblioteca;3;238
Porta a Lucca;Borgo Stretto;9;238
Duomo;Pietrasantina;9;238
Polo Marzotto;Palacongressi;10;238
Borgo Stretto;Vittorio Emanuele;3;238
Palacongressi;Vittorio Emanuele;11;238
Paparelli;Porta a Lucca;6;238
Vittorio Emanuele;Palacongressi;1;238
Porta a Lucca;Borgo Stretto;2;238
Borgo Stretto;Porta a Lucca;3;238
Borgo Stretto;Porta a Lucca;3;238
Comune Palazzo Blu;Polo Marzotto;3;238
Polo Marzotto;Paparelli;8;238
Palacongressi;Stazione F.S.;10;238
Vittorio Emanuele;Palacongressi;5;238
Palacongressi;Vittorio Emanuele;11;238
Borgo Stretto;Comune Palazzo Blu;9;238
Palacongressi;Vittorio Emanuele;3;238
Palacongressi;Stazione F.S.;2;238
Palacongressi;Stazione F.S.;4;238
Palacongressi;Comune Palazzo Blu;1;238
Comune Palazzo Blu;Polo Marzotto;3;238
Palacongressi;Stazione F.S.;3;238
Palacongressi;Stazione F.S.;6;238
Teatro Tribunale;Comune Palazzo Blu;7;238
Palacongressi;Vittorio Emanuele;5;238
Vittorio Emanuele;Palacongressi;4;238
Duomo;Pietrasantina;11;238
Pietrasantina;Duomo;4;238
Palacongressi;Stazione F.S.;5;238
Paparelli;Polo Marzotto;2;238
Polo Marzotto;Paparelli;11;238
Paparelli;Pratale;11;238
Palacongressi;Stazione F.S.;11;238
Comune Palazzo Blu;Comune Palazzo Blu;12;238
Vittorio Emanuele;Palacongressi;3;238
Borgo Stretto;Polo Marzotto;4;238
Duomo;Pietrasantina;7;238
Polo Marzotto;Palacongressi;3;238
Comune Palazzo Blu;Polo Marzotto;3;238
Comune Palazzo Blu;Stazione F.S.;11;238
Polo Marzotto;Borgo Stretto;1;238
Duomo;Pietrasantina;12;238
Borgo Stretto;Comune Palazzo Blu;5;238
Comune Palazzo Blu;Vittorio Emanuele;3;238
Borgo Stretto;Porta a Lucca;9;238
Teatro Tribunale;Palacongressi;11;238
Porta a Lucca;Borgo Stretto;4;238
Teatro Tribunale;Polo Marzotto;3;238
Paparelli;Pratale;2;238
Porta a Lucca;Borgo Stretto;1;238
Borgo Stretto;Polo Marzotto;11;238
Comune Palazzo Blu;Stazione F.S.;2;238
Teatro Tribunale;Palacongressi;1;238
Porta a Lucca;Teatro Tribunale;4;238
Paparelli;Porta a Lucca;4;238
Teatro Tribunale;Comune Palazzo Blu;3;238
Paparelli;Polo Marzotto;7;239
Palacongressi;Vittorio Emanuele;1;239
Vittorio Emanuele;Palacongressi;1;239
Porta a Lucca;Borgo Stretto;7;239
Comune Palazzo Blu;Vittorio Emanuele;1;239
Polo Marzotto;Paparelli;7;239
Borgo Stretto;Porta a Lucca;3;239
Duomo;Pietrasantina;7;239
Pietrasantina;Duomo;9;239
Stazione F.S.;Comune Palazzo Blu;5;239
Comune Palazzo Blu;Vittorio Emanuele;11;239
Borgo Stretto;Paparelli;4;239
Vittorio Emanuele;Borgo Stretto;8;239
Teatro Tribunale;Palacongressi;10;239
Comune Palazzo Blu;Stazione F.S.;1;239
Porta a Lucca;Duomo;9;239
Comune Palazzo Blu;Stazione F.S.;11;239
Polo Marzotto;Paparelli;6;239
Palacongressi;Stazione F.S.;3;239
Polo Marzotto;Paparelli;3;239
Polo Marzotto;Paparelli;7;239
Comune Palazzo Blu;Vittorio Emanuele;6;239
Paparelli;Polo Marzotto;9;239
Palacongressi;Stazione F.S.;11;239
Porta a Lucca;Borgo Stretto;5;239
Porta a Lucca;Borgo Stretto;2;239
Paparelli;Pratale;5;239
Comune Palazzo Blu;Stazione F.S.;3;239
Paparelli;Polo Marzotto;9;239
Polo Marzotto;Paparelli;4;239
Comune Palazzo Blu;Teatro Tribunale;5;239
Borgo Stretto;Polo Marzotto;6;239
Vittorio Emanuele;Palacongressi;5;239
Teatro Tribunale;Comune Palazzo Blu;1;239
Palacongressi;Stazione F.S.;6;239
Sms Biblioteca;Palacongressi;4;239
Porta a Lucca;Duomo;9;239
Polo Marzotto;Teatro Tribunale;11;239
Borgo Stretto;Porta a Lucca;3;239
Borgo Stretto;Porta a Lucca;8;239
Polo Marzotto;Porta a Lucca;10;239
Teatro Tribunale;Vittorio Emanuele;6;239
Paparelli;Pratale;9;239
Vittorio Emanuele;Comune Palazzo Blu;2;239
Duomo;Porta a Lucca;9;239
Comune Palazzo Blu;Stazione F.S.;4;239
Vittorio Emanuele;Borgo Stretto;12;239
Polo Marzotto;Paparelli;9;239
Duomo;Pietrasantina;1;239
Pratale;Paparelli;11;239
Comune Palazzo Blu;Borgo Stretto;9;239
Pietrasantina;Duomo;2;239
Comune Palazzo Blu;Polo Marzotto;6;239
Palacongressi;Vittorio Emanuele;9;239
Pietrasantina;Duomo;4;239
Comune Palazzo Blu;Teatro Tribunale;10;239
Porta a Lucca;Polo Marzotto;1;239
Comune Palazzo Blu;Stazione F.S.;1;239
Porta a Lucca;Borgo Stretto;11;239
Teatro Tribunale;Palacongressi;11;239
Pratale;Paparelli;5;239
Polo Marzotto;Paparelli;8;239
Comune Palazzo Blu;Stazione F.S.;1;239
Teatro Tribunale;Comune Palazzo Blu;4;239
Borgo Stretto;Stazione F.S.;10;239
Paparelli;Polo Marzotto;7;239
Vittorio Emanuele;Palacongressi;6;239
Comune Palazzo Blu;Stazione F.S.;10;239
Porta a Lucca;Borgo Stretto;4;239
Paparelli;Polo Marzotto;11;239
Polo Marzotto;Porta a Lucca;5;239
Polo Marzotto;Porta a Lucca;8;239
Palacongressi;Vittorio Emanuele;2;239
Palacongressi;Vittorio Emanuele;4;239
Polo Marzotto;Porta a Lucca;7;239
Polo Marzotto;Borgo Stretto;10;239
Teatro Tribunale;Palacongressi;12;239
Comune Palazzo Blu;Stazione F.S.;6;239
Teatro Tribunale;Palacongressi;10;239
Borgo Stretto;Comune Palazzo Blu;9;239
Vittorio Emanuele;Comune Palazzo Blu;5;239
Paparelli;Polo Marzotto;11;239
Porta a Lucca;Borgo Stretto;2;239
Pratale;Paparelli;9;239
Comune Palazzo Blu;Stazione F.S.;4;239
Borgo Stretto;Porta a Lucca;7;239
Stazione F.S.;Palacongressi;4;239
Teatro Tribunale;Vittorio Emanuele;10;239
Vittorio Emanuele;Comune Palazzo Blu;9;239
Pietrasantina;Duomo;5;239
Pietrasantina;Duomo;5;239
Pietrasantina;Duomo;2;239
Palacongressi;Vittorio Emanuele;9;239
Polo Marzotto;Paparelli;9;239
Polo Marzotto;Porta a Lucca;10;239
Porta a Lucca;Borgo Stretto;11;239
Palacongressi;Stazione F.S.;10;239
Porta a Lucca;Borgo Stretto;11;239
Palacongressi;Stazione F.S.;2;239
Polo Marzotto;Paparelli;6;239
Paparelli;Polo Marzotto;5;239
Borgo Stretto;Borgo Stretto;8;239
Polo Marzotto;Porta a Lucca;4;239
Teatro Tribunale;Borgo Stretto;7;239
Paparelli;Polo Marzotto;4;239
Polo Marzotto;Borgo Stretto;7;239
Borgo Stretto;Porta a Lucca;4;239
Duomo;Pietrasantina;8;239
Pietrasantina;Duomo;8;239
Palacongressi;Stazione F.S.;7;239
Porta a Lucca;Polo Marzotto;12;239
Porta a Lucca;Borgo Stretto;2;239
Paparelli;Polo Marzotto;6;240
Vittorio Emanuele;Palacongressi;4;240
Porta a Lucca;Borgo Stretto;4;240
Porta a Lucca;Borgo Stretto;11;240
Stazione F.S.;Palacongressi;3;240
Comune Palazzo Blu;Stazione F.S.;3;240
Vittorio Emanuele;Borgo Stretto;7;240
Polo Marzotto;Paparelli;6;240
Paparelli;Pratale;4;240
Palacongressi;Vittorio Emanuele;2;240
Borgo Stretto;Paparelli;10;240
Pratale;Paparelli;4;240
Vittorio Emanuele;Comune Palazzo Blu;4;240
Porta a Lucca;Borgo Stretto;12;240
Paparelli;Polo Marzotto;7;240
Polo Marzotto;Paparelli;9;240
Stazione F.S.;Palacongressi;11;240
Comune Palazzo Blu;Stazione F.S.;10;240
Comune Palazzo Blu;Stazione F.S.;3;240
Pietrasantina;Duomo;12;240
Duomo;Pietrasantina;1;240
Paparelli;Pratale;12;240
Comune Palazzo Blu;Vittorio Emanuele;7;240
Paparelli;Polo Marzotto;2;240
Polo Marzotto;Porta a Lucca;3;240
Sms Biblioteca;Palacongressi;5;240
Comune Palazzo Blu;Stazione F.S.;1;240
Porta a Lucca;Borgo Stretto;9;240
Borgo Stretto;Porta a Lucca;4;240
Palacongressi;Stazione F.S.;12;240
Duomo;Pietrasantina;9;240
Paparelli;Polo Marzotto;3;240
Polo Marzotto;Borgo Stretto;9;240
Borgo Stretto;Vittorio Emanuele;5;240
Polo Marzotto;Paparelli;9;240
Comune Palazzo Blu;Vittorio Emanuele;7;240
Porta a Lucca;Polo Marzotto;11;240
Borgo Stretto;Stazione F.S.;11;240
Polo Marzotto;Paparelli;7;240
Paparelli;Polo Marzotto;12;240
Paparelli;Polo Marzotto;4;240
Palacongressi;Vittorio Emanuele;3;240
Porta a Lucca;Borgo Stretto;3;240
Borgo Stretto;Polo Marzotto;9;240
Teatro Tribunale;Borgo Stretto;7;240
Porta a Lucca;Borgo Stretto;9;240
Paparelli;Pratale;6;240
Duomo;Pietrasantina;3;240
Vittorio Emanuele;Comune Palazzo Blu;10;240
Vittorio Emanuele;Palacongressi;7;240
Borgo Stretto;Porta a Lucca;2;240
Comune Palazzo Blu;Stazione F.S.;12;240
Polo Marzotto;Borgo Stretto;1;240
Porta a Lucca;Borgo Stretto;11;240
Borgo Stretto;Comune Palazzo Blu;4;240
Vittorio Emanuele;Palacongressi;10;240
Polo Marzotto;Borgo Stretto;9;240
Polo Marzotto;Palacongressi;10;240
Duomo;Pietrasantina;11;240
Palacongressi;Sms Biblioteca;4;240
Polo Marzotto;Teatro Tribunale;6;240
Polo Marzotto;Teatro Tribunale;1;240
Duomo;Pietrasantina;1;240
Porta a Lucca;Borgo Stretto;4;240
Polo Marzotto;Paparelli;7;240
Polo Marzotto;Paparelli;4;240
Borgo Stretto;Comune Palazzo Blu;2;240
Comune Palazzo Blu;Vittorio Emanuele;10;240
Polo Marzotto;Paparelli;7;240
Palacongressi;Stazione F.S.;10;240
