StazPrelievo;StazDeposito;MesePrelievo;Durata
Paparelli;Borgo Stretto;6;413
Duomo;Comune Palazzo Blu;5;413
Porta a Lucca;Paparelli;11;413
Teatro Tribunale;Paparelli;12;413
Palacongressi;Stazione F.S.;10;413
Duomo;Comune Palazzo Blu;5;413
Borgo Stretto;Paparelli;7;413
Teatro Tribunale;Pratale;8;413
Borgo Stretto;Stazione F.S.;9;413
Polo Marzotto;Duomo;3;413
Duomo;Polo Marzotto;2;413
Stazione F.S.;Teatro Tribunale;9;413
Duomo;Comune Palazzo Blu;3;413
Borgo Stretto;Paparelli;5;413
Stazione F.S.;Teatro Tribunale;5;413
Duomo;Borgo Stretto;9;413
Stazione F.S.;Borgo Stretto;11;413
Teatro Tribunale;Pratale;9;413
Vittorio Emanuele;Polo Marzotto;10;413
Polo Marzotto;Duomo;12;413
Stazione F.S.;Borgo Stretto;5;413
Borgo Stretto;Palacongressi;5;413
Pietrasantina;Porta a Lucca;4;413
Pratale;Teatro Tribunale;11;413
Teatro Tribunale;Palacongressi;5;413
Duomo;Borgo Stretto;5;413
Palacongressi;Vittorio Emanuele;5;413
Vittorio Emanuele;Borgo Stretto;2;413
Vittorio Emanuele;Borgo Stretto;3;413
Stazione F.S.;Borgo Stretto;11;413
Stazione F.S.;Polo Marzotto;4;413
Teatro Tribunale;Vittorio Emanuele;3;413
Paparelli;Polo Marzotto;7;413
Vittorio Emanuele;Teatro Tribunale;10;413
Borgo Stretto;Paparelli;11;413
Borgo Stretto;Vittorio Emanuele;12;413
Duomo;Borgo Stretto;1;413
Borgo Stretto;Stazione F.S.;8;413
Stazione F.S.;Borgo Stretto;11;413
Comune Palazzo Blu;Paparelli;1;413
Polo Marzotto;Stazione F.S.;5;414
Borgo Stretto;Paparelli;10;414
Stazione F.S.;Teatro Tribunale;2;414
Vittorio Emanuele;Borgo Stretto;11;414
Teatro Tribunale;Vittorio Emanuele;3;414
Vittorio Emanuele;Borgo Stretto;7;414
Palacongressi;Polo Marzotto;11;414
Borgo Stretto;Palacongressi;4;414
Borgo Stretto;Stazione F.S.;2;414
Palacongressi;Polo Marzotto;11;414
Palacongressi;Polo Marzotto;4;414
Stazione F.S.;Borgo Stretto;5;414
Pratale;Borgo Stretto;11;414
Borgo Stretto;Stazione F.S.;7;414
Stazione F.S.;Borgo Stretto;12;414
Vittorio Emanuele;Teatro Tribunale;11;414
Palacongressi;Stazione F.S.;11;414
Borgo Stretto;Paparelli;11;414
Polo Marzotto;Pratale;6;414
Vittorio Emanuele;Polo Marzotto;12;414
Palacongressi;Polo Marzotto;11;414
Vittorio Emanuele;Palacongressi;7;414
Teatro Tribunale;Duomo;5;414
Comune Palazzo Blu;Paparelli;12;414
Paparelli;Teatro Tribunale;11;414
Duomo;Polo Marzotto;10;414
Teatro Tribunale;Palacongressi;4;414
Palacongressi;Stazione F.S.;4;414
Duomo;Polo Marzotto;11;414
Borgo Stretto;Palacongressi;3;414
Stazione F.S.;Aeroporto;6;414
Vittorio Emanuele;Borgo Stretto;10;414
Vittorio Emanuele;Borgo Stretto;3;414
Duomo;Vittorio Emanuele;11;414
Pratale;Polo Marzotto;2;414
Vittorio Emanuele;Palacongressi;1;414
Stazione F.S.;Borgo Stretto;3;414
Borgo Stretto;Palacongressi;10;414
Pratale;Polo Marzotto;6;414
Palacongressi;Borgo Stretto;9;414
Vittorio Emanuele;Vittorio Emanuele;12;414
Palacongressi;Comune Palazzo Blu;3;414
Duomo;Borgo Stretto;4;414
Polo Marzotto;Duomo;7;414
Paparelli;Duomo;9;414
Palacongressi;Pratale;4;414
Borgo Stretto;Vittorio Emanuele;3;414
Borgo Stretto;Vittorio Emanuele;10;414
Paparelli;Teatro Tribunale;9;414
Stazione F.S.;Duomo;12;414
Vittorio Emanuele;Borgo Stretto;12;414
Duomo;Polo Marzotto;11;414
Stazione F.S.;Comune Palazzo Blu;5;414
Vittorio Emanuele;Polo Marzotto;1;414
Borgo Stretto;Palacongressi;10;414
Vittorio Emanuele;Borgo Stretto;5;414
Teatro Tribunale;Palacongressi;11;414
Duomo;Polo Marzotto;3;414
Borgo Stretto;Paparelli;5;414
Stazione F.S.;Polo Marzotto;7;414
Borgo Stretto;Stazione F.S.;5;414
Polo Marzotto;Pratale;4;414
Palacongressi;Stazione F.S.;7;414
Palacongressi;Polo Marzotto;10;414
Polo Marzotto;Pratale;9;414
Polo Marzotto;Stazione F.S.;9;414
Polo Marzotto;Duomo;10;414
Palacongressi;Vittorio Emanuele;6;414
Borgo Stretto;Palacongressi;5;414
Borgo Stretto;Stazione F.S.;10;414
Stazione F.S.;Teatro Tribunale;3;414
Vittorio Emanuele;Borgo Stretto;5;414
Duomo;Paparelli;5;414
Palacongressi;Borgo Stretto;10;414
Vittorio Emanuele;Polo Marzotto;3;414
Polo Marzotto;Stazione F.S.;2;414
Borgo Stretto;Palacongressi;2;414
Comune Palazzo Blu;Duomo;1;414
Borgo Stretto;Vittorio Emanuele;2;414
Palacongressi;Borgo Stretto;4;414
Polo Marzotto;Pratale;6;414
Stazione F.S.;Comune Palazzo Blu;3;414
Stazione F.S.;Teatro Tribunale;4;414
Polo Marzotto;Stazione F.S.;3;414
Polo Marzotto;Duomo;3;414
Stazione F.S.;Borgo Stretto;11;414
Borgo Stretto;Paparelli;2;414
Palacongressi;Borgo Stretto;3;414
Pietrasantina;Borgo Stretto;1;414
Palacongressi;Comune Palazzo Blu;3;414
Stazione F.S.;Palacongressi;3;414
Polo Marzotto;Duomo;12;414
Duomo;Porta a Lucca;6;414
Borgo Stretto;Paparelli;5;414
Palacongressi;Stazione F.S.;10;414
Teatro Tribunale;Porta a Lucca;5;414
Polo Marzotto;Pratale;8;414
Paparelli;Borgo Stretto;2;414
Stazione F.S.;Comune Palazzo Blu;4;414
Stazione F.S.;Borgo Stretto;9;414
Duomo;Borgo Stretto;11;414
Palacongressi;Stazione F.S.;7;414
Stazione F.S.;Polo Marzotto;3;414
Stazione F.S.;Teatro Tribunale;11;414
Borgo Stretto;Vittorio Emanuele;3;414
Stazione F.S.;Borgo Stretto;10;414
Stazione F.S.;Borgo Stretto;4;414
Palacongressi;Borgo Stretto;11;414
Pratale;Teatro Tribunale;5;414
Polo Marzotto;Palacongressi;2;414
Stazione F.S.;Borgo Stretto;1;414
Stazione F.S.;Borgo Stretto;3;414
Sms Biblioteca;Palacongressi;5;414
Vittorio Emanuele;Borgo Stretto;11;414
Vittorio Emanuele;Polo Marzotto;1;414
Stazione F.S.;Palacongressi;4;414
Comune Palazzo Blu;Polo Marzotto;6;414
Borgo Stretto;Stazione F.S.;12;414
Pratale;Polo Marzotto;3;414
Stazione F.S.;Borgo Stretto;1;414
Palacongressi;Borgo Stretto;4;414
Polo Marzotto;Vittorio Emanuele;12;414
Stazione F.S.;Polo Marzotto;3;414
Duomo;Porta a Lucca;5;414
Comune Palazzo Blu;Duomo;2;414
Pratale;Polo Marzotto;4;414
Palacongressi;Borgo Stretto;11;414
Vittorio Emanuele;Teatro Tribunale;5;414
Duomo;Borgo Stretto;7;414
Stazione F.S.;Palacongressi;10;414
Polo Marzotto;Palacongressi;10;414
Paparelli;Teatro Tribunale;9;414
Vittorio Emanuele;Polo Marzotto;5;414
Stazione F.S.;Palacongressi;11;414
Palacongressi;Sms Biblioteca;2;414
Paparelli;Comune Palazzo Blu;12;414
Duomo;Polo Marzotto;12;414
Borgo Stretto;Palacongressi;10;414
Palacongressi;Borgo Stretto;5;414
Paparelli;Comune Palazzo Blu;11;414
Paparelli;Comune Palazzo Blu;10;414
Paparelli;Teatro Tribunale;2;414
Polo Marzotto;Comune Palazzo Blu;11;414
Borgo Stretto;Palacongressi;6;414
Stazione F.S.;Borgo Stretto;5;414
Vittorio Emanuele;Polo Marzotto;5;414
Borgo Stretto;Stazione F.S.;3;414
Comune Palazzo Blu;Paparelli;11;414
Borgo Stretto;Stazione F.S.;1;414
Borgo Stretto;Palacongressi;4;414
Palacongressi;Borgo Stretto;7;414
Palacongressi;Stazione F.S.;5;414
Palacongressi;Comune Palazzo Blu;1;414
Paparelli;Teatro Tribunale;8;414
Polo Marzotto;Comune Palazzo Blu;2;414
Duomo;Polo Marzotto;9;414
Borgo Stretto;Palacongressi;1;414
Porta a Lucca;Comune Palazzo Blu;2;414
Duomo;Polo Marzotto;9;414
Pratale;Polo Marzotto;1;414
Duomo;Borgo Stretto;1;414
Teatro Tribunale;Paparelli;12;414
Stazione F.S.;Palacongressi;1;414
Porta a Lucca;Comune Palazzo Blu;1;414
Porta a Lucca;Duomo;8;414
Porta a Lucca;Stazione F.S.;1;414
Borgo Stretto;Duomo;2;414
Comune Palazzo Blu;Duomo;7;414
Vittorio Emanuele;Duomo;12;414
Borgo Stretto;Vittorio Emanuele;7;414
Stazione F.S.;Palacongressi;7;414
Vittorio Emanuele;Duomo;11;414
Palacongressi;Comune Palazzo Blu;8;414
Borgo Stretto;Vittorio Emanuele;6;414
Stazione F.S.;Palacongressi;4;414
Duomo;Polo Marzotto;2;414
Borgo Stretto;Stazione F.S.;2;414
Stazione F.S.;Palacongressi;6;414
Borgo Stretto;Paparelli;8;414
Duomo;Stazione F.S.;5;414
Polo Marzotto;Comune Palazzo Blu;1;414
Teatro Tribunale;Vittorio Emanuele;4;414
Borgo Stretto;Vittorio Emanuele;7;414
Porta a Lucca;Pietrasantina;4;414
Pietrasantina;Borgo Stretto;1;414
Comune Palazzo Blu;Duomo;1;414
Borgo Stretto;Stazione F.S.;4;414
Pratale;Borgo Stretto;5;414
Polo Marzotto;Comune Palazzo Blu;12;414
Borgo Stretto;Paparelli;9;414
Duomo;Vittorio Emanuele;2;414
Borgo Stretto;Stazione F.S.;3;414
Teatro Tribunale;Vittorio Emanuele;9;414
Stazione F.S.;Palacongressi;3;414
Teatro Tribunale;Stazione F.S.;4;414
Borgo Stretto;Palacongressi;11;414
Paparelli;Teatro Tribunale;12;414
Duomo;Polo Marzotto;4;414
Vittorio Emanuele;Duomo;12;414
Comune Palazzo Blu;Palacongressi;3;414
Porta a Lucca;Teatro Tribunale;11;414
Palacongressi;Polo Marzotto;11;414
Comune Palazzo Blu;Duomo;2;414
Duomo;Paparelli;4;414
Comune Palazzo Blu;Paparelli;2;414
Duomo;Borgo Stretto;8;414
Stazione F.S.;Borgo Stretto;6;414
Vittorio Emanuele;Borgo Stretto;7;414
Teatro Tribunale;Stazione F.S.;7;414
Comune Palazzo Blu;Duomo;9;414
Teatro Tribunale;Duomo;1;414
Porta a Lucca;Pratale;4;414
Borgo Stretto;Stazione F.S.;10;414
Borgo Stretto;Palacongressi;11;414
Polo Marzotto;Pratale;7;414
Teatro Tribunale;Stazione F.S.;9;414
Stazione F.S.;Palacongressi;10;414
Polo Marzotto;Vittorio Emanuele;4;414
Paparelli;Borgo Stretto;5;414
Borgo Stretto;Vittorio Emanuele;3;414
Vittorio Emanuele;Palacongressi;3;414
Borgo Stretto;Stazione F.S.;12;414
Pratale;Polo Marzotto;2;414
Teatro Tribunale;Stazione F.S.;12;414
Pratale;Borgo Stretto;2;414
Stazione F.S.;Borgo Stretto;11;414
Pratale;Polo Marzotto;9;414
Comune Palazzo Blu;Polo Marzotto;3;414
Pratale;Polo Marzotto;3;414
Borgo Stretto;Stazione F.S.;12;414
Pratale;Teatro Tribunale;6;414
Polo Marzotto;Pratale;10;414
Porta a Lucca;Stazione F.S.;10;414
Pratale;Teatro Tribunale;11;414
Duomo;Pietrasantina;4;414
Polo Marzotto;Palacongressi;2;414
Stazione F.S.;Aeroporto;3;414
Comune Palazzo Blu;Palacongressi;8;414
Borgo Stretto;Paparelli;6;414
Stazione F.S.;Palacongressi;10;414
Comune Palazzo Blu;Palacongressi;8;414
Palacongressi;Palacongressi;12;414
Polo Marzotto;Pratale;9;414
Porta a Lucca;Duomo;10;414
Comune Palazzo Blu;Polo Marzotto;10;414
Palacongressi;Comune Palazzo Blu;8;414
Pratale;Borgo Stretto;7;414
Pratale;Polo Marzotto;10;414
Palacongressi;Borgo Stretto;5;414
Pratale;Borgo Stretto;10;414
Paparelli;Comune Palazzo Blu;11;414
Comune Palazzo Blu;Duomo;2;414
Comune Palazzo Blu;Paparelli;10;414
Stazione F.S.;Borgo Stretto;2;414
Polo Marzotto;Palacongressi;10;414
Borgo Stretto;Pratale;9;414
Borgo Stretto;Duomo;5;414
Duomo;Polo Marzotto;3;414
Borgo Stretto;Stazione F.S.;7;414
Paparelli;Borgo Stretto;4;414
Borgo Stretto;Stazione F.S.;1;414
Borgo Stretto;Duomo;4;414
Palacongressi;Stazione F.S.;9;414
Borgo Stretto;Palacongressi;3;414
Stazione F.S.;Borgo Stretto;10;414
Duomo;Polo Marzotto;5;414
Paparelli;Borgo Stretto;5;414
Palacongressi;Sms Biblioteca;7;414
Pratale;Polo Marzotto;4;414
Vittorio Emanuele;Polo Marzotto;5;414
Stazione F.S.;Stazione F.S.;4;414
Borgo Stretto;Pratale;5;414
Vittorio Emanuele;Borgo Stretto;9;414
Borgo Stretto;Vittorio Emanuele;5;414
Palacongressi;Stazione F.S.;1;414
Porta a Lucca;Comune Palazzo Blu;8;414
Borgo Stretto;Vittorio Emanuele;9;414
Vittorio Emanuele;Polo Marzotto;6;414
Pietrasantina;Duomo;9;414
Borgo Stretto;Palacongressi;5;414
Borgo Stretto;Palacongressi;9;414
Polo Marzotto;Pratale;1;414
Palacongressi;Polo Marzotto;1;414
Palacongressi;Borgo Stretto;3;414
Palacongressi;Borgo Stretto;11;414
Paparelli;Duomo;3;414
Borgo Stretto;Stazione F.S.;4;414
Palacongressi;Borgo Stretto;9;414
Teatro Tribunale;Palacongressi;11;414
Duomo;Pietrasantina;3;414
Pratale;Polo Marzotto;2;414
Borgo Stretto;Vittorio Emanuele;10;414
Comune Palazzo Blu;Polo Marzotto;9;414
Borgo Stretto;Stazione F.S.;10;414
Palacongressi;Aeroporto;11;414
Palacongressi;Borgo Stretto;6;414
Vittorio Emanuele;Vittorio Emanuele;12;414
Stazione F.S.;Borgo Stretto;11;414
Teatro Tribunale;Porta a Lucca;2;414
Teatro Tribunale;Paparelli;6;414
Vittorio Emanuele;Palacongressi;1;414
Porta a Lucca;Pratale;4;414
Borgo Stretto;Palacongressi;9;414
Vittorio Emanuele;Borgo Stretto;3;414
Palacongressi;Comune Palazzo Blu;1;414
Stazione F.S.;Borgo Stretto;7;414
Paparelli;Polo Marzotto;5;414
Palacongressi;Teatro Tribunale;5;414
Paparelli;Borgo Stretto;2;414
Comune Palazzo Blu;Aeroporto;3;414
Stazione F.S.;Palacongressi;5;414
Duomo;Polo Marzotto;2;414
Porta a Lucca;Stazione F.S.;4;414
Borgo Stretto;Vittorio Emanuele;3;414
Palacongressi;Sms Biblioteca;11;414
Teatro Tribunale;Pratale;5;414
Borgo Stretto;Duomo;8;414
Paparelli;Teatro Tribunale;3;415
Stazione F.S.;Borgo Stretto;3;415
Pietrasantina;Duomo;6;415
Borgo Stretto;Stazione F.S.;7;415
Teatro Tribunale;Vittorio Emanuele;7;415
Palacongressi;Stazione F.S.;10;415
Stazione F.S.;Palacongressi;5;415
Duomo;Porta a Lucca;10;415
Polo Marzotto;Vittorio Emanuele;3;415
Vittorio Emanuele;Borgo Stretto;12;415
Palacongressi;Borgo Stretto;4;415
Stazione F.S.;Borgo Stretto;11;415
Pratale;Polo Marzotto;8;415
Borgo Stretto;Vittorio Emanuele;4;415
Vittorio Emanuele;Borgo Stretto;7;415
Palacongressi;Polo Marzotto;9;415
Teatro Tribunale;Stazione F.S.;5;415
Vittorio Emanuele;Polo Marzotto;6;415
Teatro Tribunale;Palacongressi;10;415
Palacongressi;Polo Marzotto;1;415
Comune Palazzo Blu;Porta a Lucca;9;415
Stazione F.S.;Palacongressi;6;415
Palacongressi;Vittorio Emanuele;12;415
Borgo Stretto;Stazione F.S.;4;415
Duomo;Porta a Lucca;4;415
Stazione F.S.;Palacongressi;12;415
Duomo;Porta a Lucca;5;415
Borgo Stretto;Duomo;4;415
Pratale;Borgo Stretto;6;415
Borgo Stretto;Pratale;6;415
Comune Palazzo Blu;Teatro Tribunale;12;415
Comune Palazzo Blu;Polo Marzotto;7;415
Comune Palazzo Blu;Duomo;12;415
Polo Marzotto;Comune Palazzo Blu;12;415
Vittorio Emanuele;Comune Palazzo Blu;9;415
Borgo Stretto;Paparelli;5;415
Borgo Stretto;Stazione F.S.;5;415
Teatro Tribunale;Vittorio Emanuele;7;415
Borgo Stretto;Stazione F.S.;1;415
Stazione F.S.;Borgo Stretto;3;415
Teatro Tribunale;Pratale;2;415
Paparelli;Borgo Stretto;10;415
Polo Marzotto;Duomo;4;415
Polo Marzotto;Duomo;2;415
Duomo;Porta a Lucca;2;415
Pratale;Palacongressi;11;415
Polo Marzotto;Duomo;3;415
Polo Marzotto;Pratale;5;415
Paparelli;Comune Palazzo Blu;2;415
Duomo;Borgo Stretto;10;415
Borgo Stretto;Duomo;4;415
Stazione F.S.;Borgo Stretto;2;415
Stazione F.S.;Palacongressi;1;415
Palacongressi;Polo Marzotto;5;415
Palacongressi;Stazione F.S.;1;415
Polo Marzotto;Comune Palazzo Blu;3;415
Duomo;Porta a Lucca;10;415
Duomo;Borgo Stretto;10;415
Borgo Stretto;Stazione F.S.;5;415
Vittorio Emanuele;Aeroporto;10;415
Duomo;Comune Palazzo Blu;6;415
Stazione F.S.;Polo Marzotto;10;415
Duomo;Comune Palazzo Blu;7;415
Polo Marzotto;Pratale;6;415
Borgo Stretto;Paparelli;10;415
Paparelli;Comune Palazzo Blu;12;415
Duomo;Comune Palazzo Blu;10;415
Borgo Stretto;Duomo;11;415
Stazione F.S.;Stazione F.S.;12;415
Borgo Stretto;Stazione F.S.;7;415
Porta a Lucca;Comune Palazzo Blu;9;415
Borgo Stretto;Palacongressi;3;415
Stazione F.S.;Borgo Stretto;10;415
Sms Biblioteca;Pratale;6;415
Stazione F.S.;Borgo Stretto;1;415
Palacongressi;Stazione F.S.;6;415
Borgo Stretto;Vittorio Emanuele;1;415
Comune Palazzo Blu;Porta a Lucca;7;415
Stazione F.S.;Borgo Stretto;5;415
Polo Marzotto;Duomo;7;415
Borgo Stretto;Palacongressi;9;415
Vittorio Emanuele;Palacongressi;5;415
Borgo Stretto;Vittorio Emanuele;10;415
Sms Biblioteca;Stazione F.S.;8;415
Stazione F.S.;Borgo Stretto;4;415
Comune Palazzo Blu;Porta a Lucca;9;415
Vittorio Emanuele;Borgo Stretto;2;415
Vittorio Emanuele;Polo Marzotto;10;415
Borgo Stretto;Palacongressi;3;415
Paparelli;Borgo Stretto;9;415
Pratale;Pratale;12;415
Paparelli;Comune Palazzo Blu;7;415
Palacongressi;Pratale;11;415
Stazione F.S.;Palacongressi;3;415
Vittorio Emanuele;Duomo;6;415
Palacongressi;Borgo Stretto;4;415
Paparelli;Borgo Stretto;4;415
Stazione F.S.;Borgo Stretto;9;415
Paparelli;Pratale;10;415
Borgo Stretto;Stazione F.S.;6;415
Pietrasantina;Borgo Stretto;1;415
Porta a Lucca;Stazione F.S.;12;415
Polo Marzotto;Palacongressi;1;415
Duomo;Pietrasantina;11;415
Borgo Stretto;Vittorio Emanuele;3;415
Teatro Tribunale;Stazione F.S.;11;415
Borgo Stretto;Vittorio Emanuele;2;415
Duomo;Polo Marzotto;2;415
Borgo Stretto;Stazione F.S.;5;415
Borgo Stretto;Stazione F.S.;4;415
Porta a Lucca;Comune Palazzo Blu;5;415
Vittorio Emanuele;Polo Marzotto;10;415
Comune Palazzo Blu;Paparelli;12;415
Polo Marzotto;Palacongressi;6;415
Duomo;Polo Marzotto;10;415
Porta a Lucca;Stazione F.S.;9;415
Borgo Stretto;Stazione F.S.;12;415
Vittorio Emanuele;Borgo Stretto;1;415
Vittorio Emanuele;Aeroporto;7;415
Paparelli;Comune Palazzo Blu;9;415
Porta a Lucca;Comune Palazzo Blu;3;415
Porta a Lucca;Comune Palazzo Blu;12;415
Duomo;Polo Marzotto;4;415
Palacongressi;Borgo Stretto;4;415
Comune Palazzo Blu;Paparelli;3;415
Teatro Tribunale;Vittorio Emanuele;2;415
Borgo Stretto;Palacongressi;2;415
Porta a Lucca;Vittorio Emanuele;8;415
Stazione F.S.;Borgo Stretto;4;415
Palacongressi;Vittorio Emanuele;7;415
Borgo Stretto;Vittorio Emanuele;4;415
Stazione F.S.;Palacongressi;7;415
Vittorio Emanuele;Polo Marzotto;11;415
Borgo Stretto;Stazione F.S.;7;415
Paparelli;Comune Palazzo Blu;10;415
Porta a Lucca;Stazione F.S.;1;415
Borgo Stretto;Palacongressi;9;415
Polo Marzotto;Vittorio Emanuele;4;415
Teatro Tribunale;Palacongressi;10;415
Palacongressi;Polo Marzotto;3;415
Borgo Stretto;Stazione F.S.;3;415
Duomo;Polo Marzotto;9;415
Borgo Stretto;Palacongressi;10;415
Borgo Stretto;Pratale;9;415
Borgo Stretto;Stazione F.S.;11;415
Vittorio Emanuele;Borgo Stretto;11;415
Teatro Tribunale;Vittorio Emanuele;4;415
Borgo Stretto;Palacongressi;5;415
Palacongressi;Polo Marzotto;8;415
Polo Marzotto;Palacongressi;3;415
Duomo;Borgo Stretto;5;415
Comune Palazzo Blu;Duomo;4;415
Palacongressi;Vittorio Emanuele;11;415
Paparelli;Borgo Stretto;3;415
Borgo Stretto;Stazione F.S.;11;415
Borgo Stretto;Vittorio Emanuele;5;415
Polo Marzotto;Duomo;3;415
Stazione F.S.;Borgo Stretto;3;415
Paparelli;Borgo Stretto;4;415
Teatro Tribunale;Paparelli;3;415
Palacongressi;Borgo Stretto;8;415
Polo Marzotto;Duomo;3;415
Duomo;Polo Marzotto;11;415
Teatro Tribunale;Stazione F.S.;6;415
Borgo Stretto;Vittorio Emanuele;3;415
Stazione F.S.;Borgo Stretto;6;415
Vittorio Emanuele;Borgo Stretto;6;415
Borgo Stretto;Paparelli;1;415
Stazione F.S.;Borgo Stretto;9;415
Vittorio Emanuele;Polo Marzotto;11;415
Palacongressi;Borgo Stretto;2;415
Polo Marzotto;Duomo;3;415
Borgo Stretto;Palacongressi;10;415
Teatro Tribunale;Stazione F.S.;6;415
Comune Palazzo Blu;Stazione F.S.;5;415
Paparelli;Borgo Stretto;3;415
Vittorio Emanuele;Palacongressi;5;415
Palacongressi;Polo Marzotto;11;415
Polo Marzotto;Vittorio Emanuele;5;415
Sms Biblioteca;Polo Marzotto;6;415
Porta a Lucca;Stazione F.S.;2;415
Paparelli;Comune Palazzo Blu;11;415
Paparelli;Borgo Stretto;2;415
Duomo;Pietrasantina;6;415
Duomo;Pietrasantina;6;415
Pietrasantina;Duomo;7;415
Stazione F.S.;Palacongressi;2;415
Palacongressi;Borgo Stretto;3;415
Vittorio Emanuele;Borgo Stretto;8;415
Polo Marzotto;Sms Biblioteca;6;415
Vittorio Emanuele;Polo Marzotto;11;415
Paparelli;Duomo;2;415
Borgo Stretto;Vittorio Emanuele;8;415
Polo Marzotto;Pratale;1;415
Borgo Stretto;Vittorio Emanuele;2;415
Palacongressi;Borgo Stretto;1;415
Duomo;Polo Marzotto;7;415
Polo Marzotto;Pratale;4;415
Porta a Lucca;Teatro Tribunale;7;415
Vittorio Emanuele;Aeroporto;4;415
Vittorio Emanuele;Polo Marzotto;12;415
Paparelli;Borgo Stretto;10;415
Paparelli;Borgo Stretto;10;415
Duomo;Vittorio Emanuele;7;415
Teatro Tribunale;Palacongressi;7;415
Pratale;Borgo Stretto;5;415
Borgo Stretto;Stazione F.S.;3;415
Polo Marzotto;Stazione F.S.;6;415
Comune Palazzo Blu;Porta a Lucca;9;415
Vittorio Emanuele;Duomo;4;415
Duomo;Polo Marzotto;12;415
Vittorio Emanuele;Polo Marzotto;10;415
Polo Marzotto;Comune Palazzo Blu;5;415
Pratale;Paparelli;11;415
Teatro Tribunale;Pratale;3;415
Polo Marzotto;Palacongressi;7;415
Polo Marzotto;Vittorio Emanuele;11;415
Stazione F.S.;Borgo Stretto;11;415
Vittorio Emanuele;Palacongressi;5;415
Teatro Tribunale;Pratale;5;415
Borgo Stretto;Pratale;9;415
Palacongressi;Polo Marzotto;2;415
Pratale;Borgo Stretto;3;415
Borgo Stretto;Stazione F.S.;1;415
Borgo Stretto;Vittorio Emanuele;2;415
Polo Marzotto;Palacongressi;11;415
Stazione F.S.;Teatro Tribunale;3;415
Stazione F.S.;Polo Marzotto;1;415
Comune Palazzo Blu;Stazione F.S.;9;415
Vittorio Emanuele;Porta a Lucca;10;415
Duomo;Vittorio Emanuele;3;415
Teatro Tribunale;Stazione F.S.;6;415
Stazione F.S.;Teatro Tribunale;6;415
Borgo Stretto;Palacongressi;6;415
Teatro Tribunale;Borgo Stretto;6;415
Polo Marzotto;Pratale;10;415
Polo Marzotto;Comune Palazzo Blu;5;415
Stazione F.S.;Comune Palazzo Blu;11;415
Stazione F.S.;Comune Palazzo Blu;10;415
Paparelli;Duomo;4;415
Duomo;Borgo Stretto;5;415
Palacongressi;Sms Biblioteca;4;415
Duomo;Teatro Tribunale;9;415
Palacongressi;Sms Biblioteca;5;415
Borgo Stretto;Pratale;4;415
Stazione F.S.;Palacongressi;3;415
Borgo Stretto;Paparelli;7;415
Palacongressi;Polo Marzotto;11;415
Pratale;Polo Marzotto;3;415
Stazione F.S.;Teatro Tribunale;5;415
Stazione F.S.;Teatro Tribunale;5;415
Stazione F.S.;Borgo Stretto;12;415
Stazione F.S.;Comune Palazzo Blu;3;415
Pratale;Polo Marzotto;5;415
Borgo Stretto;Pratale;5;415
Borgo Stretto;Stazione F.S.;6;415
Teatro Tribunale;Stazione F.S.;12;415
Borgo Stretto;Stazione F.S.;12;415
Stazione F.S.;Comune Palazzo Blu;4;415
Borgo Stretto;Stazione F.S.;4;415
Polo Marzotto;Duomo;9;415
Palacongressi;Polo Marzotto;11;415
Pratale;Polo Marzotto;1;415
Palacongressi;Borgo Stretto;5;415
Stazione F.S.;Comune Palazzo Blu;4;415
Palacongressi;Polo Marzotto;2;415
Porta a Lucca;Comune Palazzo Blu;2;415
Pietrasantina;Porta a Lucca;4;415
Stazione F.S.;Borgo Stretto;11;415
Palacongressi;Stazione F.S.;3;415
Borgo Stretto;Vittorio Emanuele;10;415
Palacongressi;Stazione F.S.;9;415
Duomo;Borgo Stretto;4;415
Paparelli;Duomo;12;415
Stazione F.S.;Borgo Stretto;3;415
Paparelli;Duomo;11;415
Stazione F.S.;Borgo Stretto;9;415
Stazione F.S.;Borgo Stretto;7;415
Palacongressi;Borgo Stretto;4;415
Borgo Stretto;Stazione F.S.;8;415
Teatro Tribunale;Stazione F.S.;6;415
Duomo;Vittorio Emanuele;3;415
Pratale;Borgo Stretto;7;415
Duomo;Vittorio Emanuele;4;415
Borgo Stretto;Paparelli;6;415
Stazione F.S.;Palacongressi;10;415
Stazione F.S.;Borgo Stretto;3;416
Polo Marzotto;Comune Palazzo Blu;4;416
Duomo;Polo Marzotto;2;416
Porta a Lucca;Stazione F.S.;11;416
Borgo Stretto;Stazione F.S.;7;416
Polo Marzotto;Pratale;7;416
Stazione F.S.;Borgo Stretto;6;416
Stazione F.S.;Borgo Stretto;3;416
Pratale;Polo Marzotto;9;416
Palacongressi;Vittorio Emanuele;10;416
Paparelli;Teatro Tribunale;12;416
Teatro Tribunale;Stazione F.S.;11;416
Vittorio Emanuele;Teatro Tribunale;2;416
Stazione F.S.;Palacongressi;11;416
Pratale;Polo Marzotto;9;416
Borgo Stretto;Pratale;3;416
Duomo;Teatro Tribunale;10;416
Teatro Tribunale;Palacongressi;5;416
Polo Marzotto;Pratale;4;416
Teatro Tribunale;Duomo;4;416
Borgo Stretto;Palacongressi;4;416
Porta a Lucca;Teatro Tribunale;2;416
Borgo Stretto;Vittorio Emanuele;12;416
Stazione F.S.;Palacongressi;3;416
Palacongressi;Sms Biblioteca;4;416
